,PRODUCTO,PRECIO_MINORISTA,CATEGORIA,UNIDAD_MEDIDA_MIN
466,Melocoton durazno huayco,10.2,Frutas,KILOGRAMO
467,Sandia,2.55,Frutas,KILOGRAMO
468,Aceite clasico botella 900 ml,10.7,Agro-industriales,LITRO
469,Huevos rosados,10.05,Carnes y huevos,KILOGRAMO
470,Ajo criollo o napuri,17.4,Hortalizas,KILOGRAMO
471,Frijol castilla,5.45,Menestras,KILOGRAMO
472,Arroz superior,3.95,Cereales,KILOGRAMO
473,Zanahoria,3.65,Hortalizas,KILOGRAMO
474,Choclo (tipo cusco),8.7,Cereales,UNIDAD
475,Melon coquito,3.4,Frutas,KILOGRAMO
476,Palta fuerte,5.6,Frutas,KILOGRAMO
477,Tomate,4.45,Hortalizas,KILOGRAMO
478,Papa canchan,2.6,Tuberculos,KILOGRAMO
479,Lenteja,8.15,Menestras,KILOGRAMO
480,Naranja valencia,3.15,Frutas,KILOGRAMO
481,Garbanzo,9.75,Menestras,KILOGRAMO
482,Azucar blanca nacional (granel),4.6,Agro-industriales,KILOGRAMO
483,Uva red globe,7.55,Frutas,KILOGRAMO
484,Carne fresca de vacuno,20.5,Carnes y huevos,KILOGRAMO
485,Zapallo macre,3.5,Hortalizas,KILOGRAMO
486,Aji escabeche,4.05,Hortalizas,MALLA
487,Arveja verde blanca serrana,7.45,Legumbres,KILOGRAMO
488,Manzana delicia,3.55,Frutas,KILOGRAMO
489,Leche fresca,4.65,Agro-industriales,LITRO
490,Camote morado,3.15,Tuberculos,KILOGRAMO
491,Haba verde serrana,3.75,Legumbres,KILOGRAMO
492,Frijol canario,6.45,Menestras,KILOGRAMO
493,Papaya,3.1,Frutas,KILOGRAMO
494,Limon sutil bolsa,2.8,Frutas,KILOGRAMO
495,Olluco largo,3.85,Tuberculos,KILOGRAMO
496,Manzana israel,4.35,Frutas,KILOGRAMO
497,Platano bellaco,4.0,Frutas,LITRO
498,Azucar rubia nacional (granel),4.05,Agro-industriales,KILOGRAMO
499,Arroz extra,4.5,Cereales,KILOGRAMO
500,Leche reconstituida (azul) 395 gr,4.2,Agro-industriales,LATA
501,Aji rocoto,6.65,Hortalizas,KILOGRAMO
502,Vainita americana,5.75,Legumbres,KILOGRAMO
503,Chirimoya cumbe,7.6,Frutas,KILOGRAMO
504,Pina criolla,2.75,Frutas,KILOGRAMO
505,Cebolla cabeza roja,3.35,Hortalizas,KILOGRAMO
506,Carne de pollo (eviscerado),10.1,Carnes y huevos,KILOGRAMO
507,Platano seda congo,4.2,Frutas,KILOGRAMO
508,Yuca blanca,3.75,Tuberculos,KILOGRAMO
509,Pallar,8.15,Menestras,KILOGRAMO
510,Papa amarilla,4.35,Tuberculos,KILOGRAMO
511,Melocoton durazno huayco,10.2,Frutas,KILOGRAMO
512,Sandia,2.55,Frutas,KILOGRAMO
513,Aceite clasico botella 900 ml,10.7,Agro-industriales,LITRO
514,Huevos rosados,10.05,Carnes y huevos,KILOGRAMO
515,Ajo criollo o napuri,17.4,Hortalizas,KILOGRAMO
516,Frijol castilla,5.45,Menestras,KILOGRAMO
517,Arroz superior,3.95,Cereales,KILOGRAMO
518,Zanahoria,3.4,Hortalizas,KILOGRAMO
519,Choclo (tipo cusco),8.85,Cereales,UNIDAD
520,Melon coquito,3.4,Frutas,KILOGRAMO
521,Palta fuerte,5.6,Frutas,KILOGRAMO
522,Tomate,4.4,Hortalizas,KILOGRAMO
523,Papa canchan,2.6,Tuberculos,KILOGRAMO
524,Lenteja,8.15,Menestras,KILOGRAMO
525,Naranja valencia,3.25,Frutas,KILOGRAMO
526,Garbanzo,9.6,Menestras,KILOGRAMO
527,Azucar blanca nacional (granel),4.6,Agro-industriales,KILOGRAMO
528,Uva red globe,7.55,Frutas,KILOGRAMO
529,Carne fresca de vacuno,21.0,Carnes y huevos,KILOGRAMO
530,Zapallo macre,3.5,Hortalizas,KILOGRAMO
531,Aji escabeche,3.95,Hortalizas,MALLA
532,Arveja verde blanca serrana,7.45,Legumbres,KILOGRAMO
533,Manzana delicia,3.55,Frutas,KILOGRAMO
534,Leche fresca,4.65,Agro-industriales,LITRO
535,Fideos nicolini tallarin,6.7,Agro-industriales,KILOGRAMO
536,Carne de porcino (corte unico),18.5,Carnes y huevos,KILOGRAMO
537,Uva alfonso lavalett,5.35,Frutas,KILOGRAMO
538,Uva italia,7.4,Frutas,KILOGRAMO
539,Manzana israel,4.35,Frutas,KILOGRAMO
540,Platano bellaco,4.0,Frutas,LITRO
541,Azucar rubia nacional (granel),4.05,Agro-industriales,KILOGRAMO
542,Arroz extra,4.45,Cereales,KILOGRAMO
543,Leche reconstituida (azul) 395 gr,4.05,Agro-industriales,LATA
544,Aji rocoto,6.65,Hortalizas,KILOGRAMO
545,Vainita americana,5.75,Legumbres,KILOGRAMO
546,Chirimoya cumbe,7.6,Frutas,KILOGRAMO
547,Pina criolla,2.75,Frutas,KILOGRAMO
548,Cebolla cabeza roja,3.35,Hortalizas,KILOGRAMO
549,Carne de pollo (eviscerado),10.1,Carnes y huevos,KILOGRAMO
550,Platano seda congo,4.2,Frutas,KILOGRAMO
551,Yuca blanca,3.75,Tuberculos,KILOGRAMO
552,Pallar,8.25,Menestras,KILOGRAMO
553,Papa amarilla,4.35,Tuberculos,KILOGRAMO
554,Melocoton durazno huayco,10.35,Frutas,KILOGRAMO
555,Sandia,2.55,Frutas,KILOGRAMO
556,Aceite clasico botella 900 ml,10.65,Agro-industriales,LITRO
557,Huevos rosados,10.0,Carnes y huevos,KILOGRAMO
558,Ajo criollo o napuri,17.35,Hortalizas,KILOGRAMO
559,Frijol castilla,5.45,Menestras,KILOGRAMO
560,Arroz superior,3.95,Cereales,KILOGRAMO
561,Zanahoria,3.4,Hortalizas,KILOGRAMO
562,Choclo (tipo cusco),8.85,Cereales,UNIDAD
563,Melon coquito,3.25,Frutas,KILOGRAMO
564,Palta fuerte,5.7,Frutas,KILOGRAMO
565,Tomate,4.4,Hortalizas,KILOGRAMO
566,Papa canchan,2.6,Tuberculos,KILOGRAMO
567,Lenteja,8.15,Menestras,KILOGRAMO
568,Naranja valencia,3.25,Frutas,KILOGRAMO
569,Garbanzo,9.6,Menestras,KILOGRAMO
570,Azucar blanca nacional (granel),4.6,Agro-industriales,KILOGRAMO
571,Uva red globe,7.55,Frutas,KILOGRAMO
572,Carne fresca de vacuno,22.0,Carnes y huevos,KILOGRAMO
573,Zapallo macre,3.5,Hortalizas,KILOGRAMO
574,Aji escabeche,3.95,Hortalizas,MALLA
575,Arveja verde blanca serrana,7.45,Legumbres,KILOGRAMO
576,Manzana delicia,3.4,Frutas,KILOGRAMO
577,Leche fresca,4.65,Agro-industriales,LITRO
578,Fideos nicolini tallarin,6.7,Agro-industriales,KILOGRAMO
579,Carne de porcino (corte unico),18.5,Carnes y huevos,KILOGRAMO
580,Uva alfonso lavalett,5.35,Frutas,KILOGRAMO
581,Uva italia,7.4,Frutas,KILOGRAMO
582,Camote morado,3.15,Tuberculos,KILOGRAMO
583,Haba verde serrana,3.8,Legumbres,KILOGRAMO
584,Frijol canario,6.35,Menestras,KILOGRAMO
585,Papaya,3.05,Frutas,KILOGRAMO
586,Limon sutil bolsa,2.8,Frutas,KILOGRAMO
587,Olluco largo,4.1,Tuberculos,KILOGRAMO
588,Chirimoya cumbe,7.6,Frutas,KILOGRAMO
589,Pina criolla,2.75,Frutas,KILOGRAMO
590,Cebolla cabeza roja,3.35,Hortalizas,KILOGRAMO
591,Carne de pollo (eviscerado),10.1,Carnes y huevos,KILOGRAMO
592,Platano seda congo,4.2,Frutas,KILOGRAMO
593,Yuca blanca,3.75,Tuberculos,KILOGRAMO
594,Pallar,8.25,Menestras,KILOGRAMO
595,Papa amarilla,4.35,Tuberculos,KILOGRAMO
596,Melocoton durazno huayco,10.35,Frutas,KILOGRAMO
597,Sandia,2.55,Frutas,KILOGRAMO
598,Aceite clasico botella 900 ml,10.65,Agro-industriales,LITRO
599,Huevos rosados,10.0,Carnes y huevos,KILOGRAMO
600,Ajo criollo o napuri,17.25,Hortalizas,KILOGRAMO
601,Frijol castilla,5.35,Menestras,KILOGRAMO
602,Arroz superior,3.95,Cereales,KILOGRAMO
603,Zanahoria,3.15,Hortalizas,KILOGRAMO
604,Choclo (tipo cusco),8.65,Cereales,UNIDAD
605,Melon coquito,3.25,Frutas,KILOGRAMO
606,Palta fuerte,5.7,Frutas,KILOGRAMO
607,Tomate,4.4,Hortalizas,KILOGRAMO
608,Papa canchan,2.6,Tuberculos,KILOGRAMO
609,Lenteja,7.9,Menestras,KILOGRAMO
610,Naranja valencia,3.25,Frutas,KILOGRAMO
611,Garbanzo,9.4,Menestras,KILOGRAMO
612,Azucar blanca nacional (granel),4.6,Agro-industriales,KILOGRAMO
613,Uva red globe,7.55,Frutas,KILOGRAMO
614,Carne fresca de vacuno,22.5,Carnes y huevos,KILOGRAMO
615,Zapallo macre,3.25,Hortalizas,KILOGRAMO
616,Aji escabeche,3.95,Hortalizas,MALLA
617,Arveja verde blanca serrana,7.45,Legumbres,KILOGRAMO
618,Manzana delicia,3.4,Frutas,KILOGRAMO
619,Leche fresca,4.65,Agro-industriales,LITRO
620,Fideos nicolini tallarin,6.7,Agro-industriales,KILOGRAMO
621,Carne de porcino (corte unico),18.5,Carnes y huevos,KILOGRAMO
622,Uva alfonso lavalett,5.35,Frutas,KILOGRAMO
623,Uva italia,7.4,Frutas,KILOGRAMO
624,Camote morado,3.1,Tuberculos,KILOGRAMO
625,Haba verde serrana,3.85,Legumbres,KILOGRAMO
626,Azucar rubia nacional (granel),4.05,Agro-industriales,KILOGRAMO
627,Frijol canario,6.35,Menestras,KILOGRAMO
628,Papaya,3.05,Frutas,KILOGRAMO
629,Limon sutil bolsa,2.8,Frutas,KILOGRAMO
630,Olluco largo,4.1,Tuberculos,KILOGRAMO
631,Manzana israel,4.35,Frutas,KILOGRAMO
632,Platano bellaco,3.65,Frutas,LITRO
633,Arroz extra,4.45,Cereales,KILOGRAMO
634,Leche reconstituida (azul) 395 gr,4.45,Agro-industriales,LATA
635,Aji rocoto,6.55,Hortalizas,KILOGRAMO
636,Vainita americana,5.65,Legumbres,KILOGRAMO
637,Carne de pollo (eviscerado),10.1,Carnes y huevos,KILOGRAMO
638,Platano seda congo,4.2,Frutas,KILOGRAMO
639,Yuca blanca,3.85,Tuberculos,KILOGRAMO
640,Pallar,8.25,Menestras,KILOGRAMO
641,Papa amarilla,4.45,Tuberculos,KILOGRAMO
642,Melocoton durazno huayco,10.35,Frutas,KILOGRAMO
643,Sandia,2.55,Frutas,KILOGRAMO
644,Aceite clasico botella 900 ml,10.65,Agro-industriales,LITRO
645,Huevos rosados,10.35,Carnes y huevos,KILOGRAMO
646,Ajo criollo o napuri,17.25,Hortalizas,KILOGRAMO
647,Frijol castilla,5.2,Menestras,KILOGRAMO
648,Arroz superior,3.95,Cereales,KILOGRAMO
649,Zanahoria,3.4,Hortalizas,KILOGRAMO
650,Choclo (tipo cusco),8.75,Cereales,UNIDAD
651,Melon coquito,3.25,Frutas,KILOGRAMO
652,Palta fuerte,5.7,Frutas,KILOGRAMO
653,Tomate,4.4,Hortalizas,KILOGRAMO
654,Papa canchan,2.75,Tuberculos,KILOGRAMO
655,Lenteja,7.9,Menestras,KILOGRAMO
656,Naranja valencia,3.3,Frutas,KILOGRAMO
657,Garbanzo,9.25,Menestras,KILOGRAMO
658,Azucar blanca nacional (granel),4.6,Agro-industriales,KILOGRAMO
659,Uva red globe,7.55,Frutas,KILOGRAMO
660,Carne fresca de vacuno,22.5,Carnes y huevos,KILOGRAMO
661,Zapallo macre,3.25,Hortalizas,KILOGRAMO
662,Aji escabeche,3.8,Hortalizas,MALLA
663,Arveja verde blanca serrana,7.45,Legumbres,KILOGRAMO
664,Manzana delicia,3.4,Frutas,KILOGRAMO
665,Leche fresca,4.65,Agro-industriales,LITRO
666,Fideos nicolini tallarin,6.55,Agro-industriales,KILOGRAMO
667,Carne de porcino (corte unico),18.5,Carnes y huevos,KILOGRAMO
668,Uva alfonso lavalett,5.35,Frutas,KILOGRAMO
669,Uva italia,7.4,Frutas,KILOGRAMO
670,Haba verde serrana,3.85,Legumbres,KILOGRAMO
671,Azucar rubia nacional (granel),4.05,Agro-industriales,KILOGRAMO
672,Frijol canario,6.55,Menestras,KILOGRAMO
673,Papaya,3.05,Frutas,KILOGRAMO
674,Limon sutil bolsa,2.95,Frutas,KILOGRAMO
675,Olluco largo,3.95,Tuberculos,KILOGRAMO
676,Camote morado,3.1,Tuberculos,KILOGRAMO
677,Manzana israel,4.35,Frutas,KILOGRAMO
678,Platano bellaco,3.1,Frutas,LITRO
679,Arroz extra,4.55,Cereales,KILOGRAMO
680,Leche reconstituida (azul) 395 gr,4.45,Agro-industriales,LATA
681,Aji rocoto,6.5,Hortalizas,KILOGRAMO
682,Vainita americana,5.65,Legumbres,KILOGRAMO
683,Chirimoya cumbe,7.6,Frutas,KILOGRAMO
684,Pina criolla,2.75,Frutas,KILOGRAMO
685,Cebolla cabeza roja,3.25,Hortalizas,KILOGRAMO
686,Zanahoria,3.4,Hortalizas,KILOGRAMO
687,Choclo (tipo cusco),8.75,Cereales,UNIDAD
688,Melon coquito,3.25,Frutas,KILOGRAMO
689,Palta fuerte,5.65,Frutas,KILOGRAMO
690,Tomate,4.4,Hortalizas,KILOGRAMO
691,Papa canchan,2.7,Tuberculos,KILOGRAMO
692,Lenteja,7.9,Menestras,KILOGRAMO
693,Naranja valencia,3.25,Frutas,KILOGRAMO
694,Garbanzo,9.35,Menestras,KILOGRAMO
695,Azucar blanca nacional (granel),4.6,Agro-industriales,KILOGRAMO
696,Uva red globe,7.55,Frutas,KILOGRAMO
697,Carne fresca de vacuno,22.0,Carnes y huevos,KILOGRAMO
698,Zapallo macre,3.1,Hortalizas,KILOGRAMO
699,Aji escabeche,3.8,Hortalizas,MALLA
700,Arveja verde blanca serrana,7.45,Legumbres,KILOGRAMO
701,Manzana delicia,3.4,Frutas,KILOGRAMO
702,Leche fresca,4.65,Agro-industriales,LITRO
703,Fideos nicolini tallarin,6.55,Agro-industriales,KILOGRAMO
704,Carne de porcino (corte unico),18.5,Carnes y huevos,KILOGRAMO
705,Uva alfonso lavalett,5.55,Frutas,KILOGRAMO
706,Uva italia,7.4,Frutas,KILOGRAMO
707,Haba verde serrana,3.85,Legumbres,KILOGRAMO
708,Azucar rubia nacional (granel),4.15,Agro-industriales,KILOGRAMO
709,Frijol canario,6.55,Menestras,KILOGRAMO
710,Papaya,3.05,Frutas,KILOGRAMO
711,Limon sutil bolsa,2.8,Frutas,KILOGRAMO
712,Olluco largo,3.9,Tuberculos,KILOGRAMO
713,Camote morado,3.05,Tuberculos,KILOGRAMO
714,Manzana israel,4.35,Frutas,KILOGRAMO
715,Platano bellaco,3.1,Frutas,LITRO
716,Arroz extra,4.55,Cereales,KILOGRAMO
717,Leche reconstituida (azul) 395 gr,4.45,Agro-industriales,LATA
718,Aji rocoto,6.35,Hortalizas,KILOGRAMO
719,Vainita americana,5.55,Legumbres,KILOGRAMO
720,Chirimoya cumbe,7.6,Frutas,KILOGRAMO
721,Pina criolla,2.65,Frutas,KILOGRAMO
722,Cebolla cabeza roja,3.25,Hortalizas,KILOGRAMO
723,Carne de pollo (eviscerado),10.15,Carnes y huevos,KILOGRAMO
724,Platano seda congo,4.2,Frutas,KILOGRAMO
725,Yuca blanca,3.85,Tuberculos,KILOGRAMO
726,Pallar,8.25,Menestras,KILOGRAMO
727,Papa amarilla,4.4,Tuberculos,KILOGRAMO
728,Melocoton durazno huayco,10.35,Frutas,KILOGRAMO
729,Sandia,2.55,Frutas,KILOGRAMO
730,Aceite clasico botella 900 ml,10.6,Agro-industriales,LITRO
731,Huevos rosados,10.35,Carnes y huevos,KILOGRAMO
732,Ajo criollo o napuri,17.5,Hortalizas,KILOGRAMO
733,Frijol castilla,5.25,Menestras,KILOGRAMO
734,Arroz superior,3.9,Cereales,KILOGRAMO
735,Palta fuerte,5.65,Frutas,KILOGRAMO
736,Tomate,4.4,Hortalizas,KILOGRAMO
737,Papa canchan,2.7,Tuberculos,KILOGRAMO
738,Lenteja,8.05,Menestras,KILOGRAMO
739,Naranja valencia,3.25,Frutas,KILOGRAMO
740,Garbanzo,9.35,Menestras,KILOGRAMO
741,Azucar blanca nacional (granel),4.6,Agro-industriales,KILOGRAMO
742,Uva red globe,7.55,Frutas,KILOGRAMO
743,Carne fresca de vacuno,22.0,Carnes y huevos,KILOGRAMO
744,Zapallo macre,3.1,Hortalizas,KILOGRAMO
745,Aji escabeche,3.8,Hortalizas,MALLA
746,Arveja verde blanca serrana,7.45,Legumbres,KILOGRAMO
747,Manzana delicia,3.4,Frutas,KILOGRAMO
748,Leche fresca,4.65,Agro-industriales,LITRO
749,Fideos nicolini tallarin,6.55,Agro-industriales,KILOGRAMO
750,Carne de porcino (corte unico),18.5,Carnes y huevos,KILOGRAMO
751,Uva alfonso lavalett,5.65,Frutas,KILOGRAMO
752,Uva italia,7.4,Frutas,KILOGRAMO
753,Haba verde serrana,3.85,Legumbres,KILOGRAMO
754,Azucar rubia nacional (granel),4.15,Agro-industriales,KILOGRAMO
755,Frijol canario,6.55,Menestras,KILOGRAMO
756,Papaya,3.05,Frutas,KILOGRAMO
757,Limon sutil bolsa,2.8,Frutas,KILOGRAMO
758,Olluco largo,4.0,Tuberculos,KILOGRAMO
759,Camote morado,3.05,Tuberculos,KILOGRAMO
760,Manzana israel,4.45,Frutas,KILOGRAMO
761,Platano bellaco,3.1,Frutas,LITRO
762,Arroz extra,4.5,Cereales,KILOGRAMO
763,Leche reconstituida (azul) 395 gr,4.45,Agro-industriales,LATA
764,Aji rocoto,6.3,Hortalizas,KILOGRAMO
765,Vainita americana,5.4,Legumbres,KILOGRAMO
766,Chirimoya cumbe,7.65,Frutas,KILOGRAMO
767,Pina criolla,2.65,Frutas,KILOGRAMO
768,Cebolla cabeza roja,3.25,Hortalizas,KILOGRAMO
769,Carne de pollo (eviscerado),10.15,Carnes y huevos,KILOGRAMO
770,Platano seda congo,4.2,Frutas,KILOGRAMO
771,Yuca blanca,3.85,Tuberculos,KILOGRAMO
772,Pallar,8.25,Menestras,KILOGRAMO
773,Papa amarilla,4.4,Tuberculos,KILOGRAMO
774,Melocoton durazno huayco,10.35,Frutas,KILOGRAMO
775,Sandia,2.55,Frutas,KILOGRAMO
776,Aceite clasico botella 900 ml,10.6,Agro-industriales,LITRO
777,Huevos rosados,10.35,Carnes y huevos,KILOGRAMO
778,Ajo criollo o napuri,17.5,Hortalizas,KILOGRAMO
779,Frijol castilla,5.25,Menestras,KILOGRAMO
780,Arroz superior,3.9,Cereales,KILOGRAMO
781,Zanahoria,3.4,Hortalizas,KILOGRAMO
782,Choclo (tipo cusco),8.75,Cereales,UNIDAD
783,Melon coquito,3.35,Frutas,KILOGRAMO
784,Garbanzo,9.35,Menestras,KILOGRAMO
785,Azucar blanca nacional (granel),4.75,Agro-industriales,KILOGRAMO
786,Uva red globe,7.55,Frutas,KILOGRAMO
787,Carne fresca de vacuno,20.5,Carnes y huevos,KILOGRAMO
788,Zapallo macre,3.1,Hortalizas,KILOGRAMO
789,Aji escabeche,3.8,Hortalizas,MALLA
790,Arveja verde blanca serrana,7.45,Legumbres,KILOGRAMO
791,Manzana delicia,3.1,Frutas,KILOGRAMO
792,Leche fresca,4.65,Agro-industriales,LITRO
793,Fideos nicolini tallarin,6.55,Agro-industriales,KILOGRAMO
794,Carne de porcino (corte unico),18.5,Carnes y huevos,KILOGRAMO
795,Uva alfonso lavalett,5.65,Frutas,KILOGRAMO
796,Uva italia,7.55,Frutas,KILOGRAMO
797,Haba verde serrana,3.85,Legumbres,KILOGRAMO
798,Azucar rubia nacional (granel),4.15,Agro-industriales,KILOGRAMO
799,Frijol canario,6.55,Menestras,KILOGRAMO
800,Papaya,3.05,Frutas,KILOGRAMO
801,Limon sutil bolsa,2.8,Frutas,KILOGRAMO
802,Olluco largo,4.0,Tuberculos,KILOGRAMO
803,Camote morado,3.05,Tuberculos,KILOGRAMO
804,Manzana israel,4.45,Frutas,KILOGRAMO
805,Platano bellaco,3.1,Frutas,LITRO
806,Arroz extra,4.5,Cereales,KILOGRAMO
807,Leche reconstituida (azul) 395 gr,4.55,Agro-industriales,LATA
808,Aji rocoto,6.25,Hortalizas,KILOGRAMO
809,Vainita americana,5.4,Legumbres,KILOGRAMO
810,Chirimoya cumbe,7.65,Frutas,KILOGRAMO
811,Pina criolla,2.65,Frutas,KILOGRAMO
812,Cebolla cabeza roja,3.0,Hortalizas,KILOGRAMO
813,Carne de pollo (eviscerado),10.15,Carnes y huevos,KILOGRAMO
814,Platano seda congo,4.2,Frutas,KILOGRAMO
815,Yuca blanca,3.85,Tuberculos,KILOGRAMO
816,Pallar,8.15,Menestras,KILOGRAMO
817,Papa amarilla,4.4,Tuberculos,KILOGRAMO
818,Melocoton durazno huayco,10.35,Frutas,KILOGRAMO
819,Sandia,2.55,Frutas,KILOGRAMO
820,Aceite clasico botella 900 ml,10.6,Agro-industriales,LITRO
821,Huevos rosados,10.35,Carnes y huevos,KILOGRAMO
822,Ajo criollo o napuri,17.5,Hortalizas,KILOGRAMO
823,Frijol castilla,5.6,Menestras,KILOGRAMO
824,Arroz superior,4.0,Cereales,KILOGRAMO
825,Zanahoria,3.65,Hortalizas,KILOGRAMO
826,Choclo (tipo cusco),8.75,Cereales,UNIDAD
827,Melon coquito,3.35,Frutas,KILOGRAMO
828,Palta fuerte,5.65,Frutas,KILOGRAMO
829,Tomate,4.65,Hortalizas,KILOGRAMO
830,Papa canchan,2.7,Tuberculos,KILOGRAMO
831,Lenteja,7.9,Menestras,KILOGRAMO
832,Naranja valencia,3.25,Frutas,KILOGRAMO
833,Fideos nicolini tallarin,6.47,Agro-industriales,KILOGRAMO
834,Carne de porcino (corte unico),18.3,Carnes y huevos,KILOGRAMO
835,Uva alfonso lavalett,5.65,Frutas,KILOGRAMO
836,Uva italia,7.4,Frutas,KILOGRAMO
837,Haba verde serrana,3.85,Legumbres,KILOGRAMO
838,Azucar rubia nacional (granel),4.05,Agro-industriales,KILOGRAMO
839,Frijol canario,6.45,Menestras,KILOGRAMO
840,Papaya,3.0,Frutas,KILOGRAMO
841,Limon sutil bolsa,2.8,Frutas,KILOGRAMO
842,Olluco largo,4.05,Tuberculos,KILOGRAMO
843,Camote morado,3.05,Tuberculos,KILOGRAMO
844,Manzana israel,4.45,Frutas,KILOGRAMO
845,Platano bellaco,2.95,Frutas,LITRO
846,Arroz extra,4.5,Cereales,KILOGRAMO
847,Leche reconstituida (azul) 395 gr,4.55,Agro-industriales,LATA
848,Aji rocoto,6.0,Hortalizas,KILOGRAMO
849,Vainita americana,5.4,Legumbres,KILOGRAMO
850,Chirimoya cumbe,7.65,Frutas,KILOGRAMO
851,Pina criolla,2.65,Frutas,KILOGRAMO
852,Cebolla cabeza roja,3.0,Hortalizas,KILOGRAMO
853,Carne de pollo (eviscerado),10.15,Carnes y huevos,KILOGRAMO
854,Platano seda congo,4.2,Frutas,KILOGRAMO
855,Yuca blanca,3.85,Tuberculos,KILOGRAMO
856,Pallar,8.15,Menestras,KILOGRAMO
857,Papa amarilla,4.4,Tuberculos,KILOGRAMO
858,Melocoton durazno huayco,10.4,Frutas,KILOGRAMO
859,Sandia,2.42,Frutas,KILOGRAMO
860,Aceite clasico botella 900 ml,10.6,Agro-industriales,LITRO
861,Huevos rosados,10.35,Carnes y huevos,KILOGRAMO
862,Ajo criollo o napuri,16.5,Hortalizas,KILOGRAMO
863,Frijol castilla,5.45,Menestras,KILOGRAMO
864,Arroz superior,4.05,Cereales,KILOGRAMO
865,Zanahoria,3.65,Hortalizas,KILOGRAMO
866,Choclo (tipo cusco),8.65,Cereales,UNIDAD
867,Melon coquito,3.45,Frutas,KILOGRAMO
868,Palta fuerte,5.65,Frutas,KILOGRAMO
869,Tomate,4.65,Hortalizas,KILOGRAMO
870,Papa canchan,2.55,Tuberculos,KILOGRAMO
871,Lenteja,7.7,Menestras,KILOGRAMO
872,Naranja valencia,3.25,Frutas,KILOGRAMO
873,Azucar blanca nacional (granel),4.65,Agro-industriales,KILOGRAMO
874,Uva red globe,7.4,Frutas,KILOGRAMO
875,Carne fresca de vacuno,20.5,Carnes y huevos,KILOGRAMO
876,Zapallo macre,3.05,Hortalizas,KILOGRAMO
877,Aji escabeche,3.75,Hortalizas,MALLA
878,Arveja verde blanca serrana,7.45,Legumbres,KILOGRAMO
879,Manzana delicia,3.1,Frutas,KILOGRAMO
880,Leche fresca,4.6,Agro-industriales,LITRO
881,Garbanzo,9.25,Menestras,KILOGRAMO
882,Haba verde serrana,3.8,Legumbres,KILOGRAMO
883,Azucar rubia nacional (granel),4.0,Agro-industriales,KILOGRAMO
884,Frijol canario,6.35,Menestras,KILOGRAMO
885,Papaya,3.0,Frutas,KILOGRAMO
886,Limon sutil bolsa,2.75,Frutas,KILOGRAMO
887,Olluco largo,4.05,Tuberculos,KILOGRAMO
888,Camote morado,3.0,Tuberculos,KILOGRAMO
889,Manzana israel,4.5,Frutas,KILOGRAMO
890,Platano bellaco,2.95,Frutas,LITRO
891,Arroz extra,4.5,Cereales,KILOGRAMO
892,Leche reconstituida (azul) 395 gr,4.4,Agro-industriales,LATA
893,Aji rocoto,6.25,Hortalizas,KILOGRAMO
894,Vainita americana,5.4,Legumbres,KILOGRAMO
895,Chirimoya cumbe,7.65,Frutas,KILOGRAMO
896,Pina criolla,2.65,Frutas,KILOGRAMO
897,Cebolla cabeza roja,3.0,Hortalizas,KILOGRAMO
898,Carne de pollo (eviscerado),10.1,Carnes y huevos,KILOGRAMO
899,Platano seda congo,4.2,Frutas,KILOGRAMO
900,Yuca blanca,3.85,Tuberculos,KILOGRAMO
901,Pallar,8.1,Menestras,KILOGRAMO
902,Papa amarilla,4.35,Tuberculos,KILOGRAMO
903,Melocoton durazno huayco,10.4,Frutas,KILOGRAMO
904,Sandia,2.37,Frutas,KILOGRAMO
905,Aceite clasico botella 900 ml,10.65,Agro-industriales,LITRO
906,Huevos rosados,10.35,Carnes y huevos,KILOGRAMO
907,Ajo criollo o napuri,15.25,Hortalizas,KILOGRAMO
908,Frijol castilla,5.75,Menestras,KILOGRAMO
909,Arroz superior,4.05,Cereales,KILOGRAMO
910,Zanahoria,3.65,Hortalizas,KILOGRAMO
911,Choclo (tipo cusco),8.65,Cereales,UNIDAD
912,Melon coquito,3.45,Frutas,KILOGRAMO
913,Palta fuerte,5.65,Frutas,KILOGRAMO
914,Tomate,4.65,Hortalizas,KILOGRAMO
915,Papa canchan,2.55,Tuberculos,KILOGRAMO
916,Lenteja,7.7,Menestras,KILOGRAMO
917,Naranja valencia,3.25,Frutas,KILOGRAMO
918,Azucar blanca nacional (granel),4.7,Agro-industriales,KILOGRAMO
919,Uva red globe,7.45,Frutas,KILOGRAMO
920,Carne fresca de vacuno,20.5,Carnes y huevos,KILOGRAMO
921,Zapallo macre,3.05,Hortalizas,KILOGRAMO
922,Aji escabeche,3.75,Hortalizas,MALLA
923,Arveja verde blanca serrana,7.45,Legumbres,KILOGRAMO
924,Manzana delicia,3.15,Frutas,KILOGRAMO
925,Leche fresca,4.6,Agro-industriales,LITRO
926,Garbanzo,9.15,Menestras,KILOGRAMO
927,Fideos nicolini tallarin,6.47,Agro-industriales,KILOGRAMO
928,Carne de porcino (corte unico),18.3,Carnes y huevos,KILOGRAMO
929,Uva alfonso lavalett,5.65,Frutas,KILOGRAMO
930,Uva italia,7.4,Frutas,KILOGRAMO
931,Manzana israel,4.5,Frutas,KILOGRAMO
932,Platano bellaco,3.05,Frutas,LITRO
933,Arroz extra,4.5,Cereales,KILOGRAMO
